,m_n,avg_error,std_error,task,sigma,summary,config,name
145,1,0.3292,0.0226,1,3,"{'avg_err': 0.3292, 'run_num': 9, '_runtime': 776.3961155414581, '_timestamp': 1661726778.1043217, 'train_loss': 0.5178, 'final_test_err': 0.36, '_wandb': {'runtime': 775}, 'epoch': 100, 'std_err': 0.0226, 'train_acc': 0.75, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2y5cxlh9
146,2,0.3272,0.0194,1,3,"{'train_loss': 0.4784, '_step': 1010, 'epoch': 100, 'run_num': 9, '_runtime': 768.0699362754822, '_timestamp': 1661726837.2857733, '_wandb': {'runtime': 767}, 'avg_err': 0.3272, 'std_err': 0.0194, 'train_acc': 0.7867, 'final_test_err': 0.35050000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2ca17med
147,3,0.3172,0.0264,1,3,"{'_step': 1010, 'avg_err': 0.3172, 'run_num': 9, 'std_err': 0.0264, 'train_loss': 0.4652, 'final_test_err': 0.35750000000000004, 'epoch': 100, '_wandb': {'runtime': 1048}, '_runtime': 1049.4067842960358, 'train_acc': 0.7925, '_timestamp': 1661727446.0515752}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1hufpioa
148,4,0.3151,0.0226,1,3,"{'run_num': 9, 'train_acc': 0.866, 'train_loss': 0.3826, '_step': 1010, 'epoch': 100, 'avg_err': 0.3151, '_timestamp': 1661727427.770199, 'final_test_err': 0.3385, '_wandb': {'runtime': 941}, 'std_err': 0.0226, '_runtime': 942.4791920185088}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3seq4j0f
149,5,0.3204,0.023,1,3,"{'_runtime': 960.4552307128906, 'train_acc': 0.8567, 'train_loss': 0.3593, 'final_test_err': 0.348, '_wandb': {'runtime': 959}, 'std_err': 0.023, 'avg_err': 0.3204, 'run_num': 9, '_timestamp': 1661727552.3182917, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1p560cw9
150,10,0.3298,0.0306,1,3,"{'_step': 1010, '_wandb': {'runtime': 1046}, 'avg_err': 0.3298, 'std_err': 0.0306, 'epoch': 100, 'run_num': 9, '_runtime': 1046.658386468887, 'train_acc': 0.8873, '_timestamp': 1661727729.2293606, 'train_loss': 0.3017, 'final_test_err': 0.346}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",d3fekxvq
151,20,0.342,0.0167,1,3,"{'_wandb': {'runtime': 1261}, 'std_err': 0.0167, 'train_acc': 0.89, '_timestamp': 1661727948.1593857, 'train_loss': 0.273, 'final_test_err': 0.32899999999999996, '_step': 1010, 'epoch': 100, 'avg_err': 0.342, 'run_num': 9, '_runtime': 1262.4163086414335}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",23ow134i
152,0,0.3798,0.0397,1,4,"{'avg_err': 0.3798, '_runtime': 753.4290220737457, 'train_acc': 0.8, '_step': 1010, 'epoch': 100, 'std_err': 0.0397, '_timestamp': 1661727483.1073692, 'train_loss': 0.4804, 'final_test_err': 0.35, '_wandb': {'runtime': 752}, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1x8qplp2
153,1,0.3349,0.0215,1,4,"{'_runtime': 788.1480503082275, 'train_acc': 0.735, '_timestamp': 1661727572.3749132, 'train_loss': 0.532, '_wandb': {'runtime': 787}, 'epoch': 100, 'avg_err': 0.3349, 'run_num': 9, 'std_err': 0.0215, 'final_test_err': 0.3605, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2gpr5qpz
154,2,0.33,0.0139,1,4,"{'train_acc': 0.7967, '_timestamp': 1661727634.601292, 'train_loss': 0.4876, 'final_test_err': 0.33799999999999997, 'epoch': 100, 'std_err': 0.0139, 'avg_err': 0.33, 'run_num': 9, '_runtime': 791.3065319061279, '_step': 1010, '_wandb': {'runtime': 790}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3eve6csz
155,3,0.3179,0.0237,1,4,"{'final_test_err': 0.35150000000000003, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1041}, 'run_num': 9, 'std_err': 0.0237, 'avg_err': 0.3179, '_runtime': 1042.4897747039795, 'train_acc': 0.775, '_timestamp': 1661728102.7123635, 'train_loss': 0.4875}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",5f2f2dxx
156,4,0.3167,0.021,1,4,"{'std_err': 0.021, '_runtime': 948.0944681167604, 'train_acc': 0.84, 'train_loss': 0.4093, 'final_test_err': 0.3375, 'epoch': 100, 'avg_err': 0.3167, 'run_num': 9, '_timestamp': 1661728078.840614, '_step': 1010, '_wandb': {'runtime': 947}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3rchtbl6
157,5,0.3188,0.0225,1,4,"{'std_err': 0.0225, '_runtime': 977.626966714859, 'train_acc': 0.8267, '_timestamp': 1661728409.6050508, 'final_test_err': 0.33699999999999997, 'epoch': 100, '_wandb': {'runtime': 976}, 'run_num': 9, 'train_loss': 0.4018, '_step': 1010, 'avg_err': 0.3188}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",24t3yzrr
158,10,0.3372,0.0224,1,4,"{'_runtime': 1236.035597324371, 'train_acc': 0.8664, '_timestamp': 1661728687.2148173, 'final_test_err': 0.34650000000000003, 'avg_err': 0.3372, 'run_num': 9, '_wandb': {'runtime': 1235}, 'std_err': 0.0224, 'train_loss': 0.3304, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1lco68jy
159,20,0.3404,0.0229,1,4,"{'_wandb': {'runtime': 1277}, 'std_err': 0.0229, '_timestamp': 1661728767.0315976, 'epoch': 100, 'avg_err': 0.3404, 'run_num': 9, '_runtime': 1278.4725806713104, 'train_acc': 0.8729, 'train_loss': 0.3181, 'final_test_err': 0.3305, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1kp94f4y
160,0,0.3798,0.0397,1,5,"{'_step': 1010, 'avg_err': 0.3798, '_runtime': 749.6926374435425, 'train_acc': 0.8, 'train_loss': 0.4804, 'epoch': 100, '_wandb': {'runtime': 748}, 'run_num': 9, 'std_err': 0.0397, '_timestamp': 1661728306.4776783, 'final_test_err': 0.35}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1kfgnp4j
161,1,0.337,0.0227,1,5,"{'train_loss': 0.5347, '_step': 1010, 'epoch': 100, 'avg_err': 0.337, 'run_num': 9, '_runtime': 810.6860649585724, '_wandb': {'runtime': 808}, 'std_err': 0.0227, 'train_acc': 0.745, '_timestamp': 1661728387.701552, 'final_test_err': 0.35950000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",313vtnow
162,2,0.3268,0.0158,1,5,"{'_step': 1010, 'avg_err': 0.3268, 'run_num': 9, 'train_acc': 0.7467, '_timestamp': 1661728447.3048933, 'train_loss': 0.5022, 'final_test_err': 0.3265, 'epoch': 100, '_wandb': {'runtime': 806}, 'std_err': 0.0158, '_runtime': 806.9927911758423}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3v5ueo51
163,3,0.3138,0.0223,1,5,"{'train_acc': 0.77, '_timestamp': 1661728651.570721, 'train_loss': 0.4852, '_wandb': {'runtime': 917}, 'avg_err': 0.3138, 'run_num': 9, '_runtime': 917.8715097904204, '_step': 1010, 'epoch': 100, 'std_err': 0.0223, 'final_test_err': 0.30100000000000005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",214ktnhk
164,4,0.3201,0.0216,1,5,"{'_step': 1010, '_wandb': {'runtime': 968}, 'avg_err': 0.3201, 'run_num': 9, 'train_loss': 0.4513, 'final_test_err': 0.3315, 'epoch': 100, 'std_err': 0.0216, '_runtime': 969.1772210597992, 'train_acc': 0.78, '_timestamp': 1661728922.355408}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1eepahy5
165,5,0.3211,0.0213,1,5,"{'_wandb': {'runtime': 1001}, 'avg_err': 0.3211, 'run_num': 9, 'train_acc': 0.8233, 'final_test_err': 0.32799999999999996, '_step': 1010, 'epoch': 100, 'std_err': 0.0213, '_runtime': 1002.5786542892456, '_timestamp': 1661729086.1454842, 'train_loss': 0.424}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2i37q8cf
166,10,0.3376,0.0226,1,5,"{'final_test_err': 0.35050000000000003, '_step': 1010, 'epoch': 100, 'avg_err': 0.3376, 'std_err': 0.0226, 'train_loss': 0.3542, '_wandb': {'runtime': 1228}, 'run_num': 9, '_runtime': 1229.2283561229706, 'train_acc': 0.8418, '_timestamp': 1661729336.743611}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3bwn67c6
167,20,0.3463,0.0245,1,5,"{'avg_err': 0.3463, 'run_num': 9, 'std_err': 0.0245, '_runtime': 1276.7721078395844, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1275}, 'final_test_err': 0.35450000000000004, 'train_acc': 0.859, '_timestamp': 1661729588.0831327, 'train_loss': 0.3174}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",sm7ucti6
168,0,0.3798,0.0397,1,6,"{'_step': 1010, '_wandb': {'runtime': 786}, 'train_acc': 0.8, '_timestamp': 1661729179.8280904, 'final_test_err': 0.35, 'epoch': 100, 'avg_err': 0.3798, 'run_num': 9, 'std_err': 0.0397, '_runtime': 787.0070884227753, 'train_loss': 0.4804}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1e2d9tve
169,1,0.3394,0.0228,1,6,"{'_step': 1010, 'epoch': 100, 'run_num': 9, '_runtime': 800.8146929740906, 'train_acc': 0.745, 'final_test_err': 0.3615, '_wandb': {'runtime': 800}, 'avg_err': 0.3394, 'std_err': 0.0228, '_timestamp': 1661729215.0279489, 'train_loss': 0.534}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3oyv0qh9
170,2,0.3305,0.0155,1,6,"{'train_acc': 0.7533, 'train_loss': 0.5125, 'avg_err': 0.3305, 'run_num': 9, 'std_err': 0.0155, '_runtime': 821.7748079299927, '_timestamp': 1661729274.6816618, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 820}, 'final_test_err': 0.32499999999999996}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",193nacus
171,3,0.3158,0.0218,1,6,"{'_step': 1010, 'epoch': 100, '_runtime': 930.3332023620604, 'train_acc': 0.7575, 'train_loss': 0.4982, 'final_test_err': 0.30400000000000005, '_wandb': {'runtime': 929}, 'avg_err': 0.3158, 'run_num': 9, 'std_err': 0.0218, '_timestamp': 1661729586.3888557}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",okhtt241
172,4,0.3219,0.0185,1,6,"{'train_loss': 0.4652, 'epoch': 100, 'avg_err': 0.3219, 'run_num': 9, 'std_err': 0.0185, '_runtime': 1129.14346909523, 'train_acc': 0.768, '_timestamp': 1661729822.0280771, 'final_test_err': 0.33199999999999996, '_step': 1010, '_wandb': {'runtime': 1128}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1vgkk3ew
173,5,0.3232,0.0212,1,6,"{'_wandb': {'runtime': 997}, 'avg_err': 0.3232, 'std_err': 0.0212, 'train_acc': 0.82, 'final_test_err': 0.3205, '_step': 1010, 'epoch': 100, 'run_num': 9, '_runtime': 998.9723825454712, '_timestamp': 1661729770.7751596, 'train_loss': 0.4215}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1fklxhfd
174,10,0.336,0.0232,1,6,"{'epoch': 100, 'train_loss': 0.3912, 'train_acc': 0.8218, '_timestamp': 1661730024.706564, '_step': 1010, '_wandb': {'runtime': 1095}, 'avg_err': 0.336, 'run_num': 9, 'std_err': 0.0232, '_runtime': 1096.698812007904, 'final_test_err': 0.3435}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 1, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",223i9bt3
